,id,name,category,email,description,established,telegram_url,instagram_url
96,56,NU Piano Club,art,pianoclub@nu.edu.kz,"We try to bring together students passionate about piano and music. We organize concerts, workshops, and creative projects to give performers a stage and audiences unforgettable experiences. Through music, we aim to connect people, nurture talent, and make campus life more colorful and inspiring.
We have the following departments:
Concert Team
PR
HR
Spreadsheet Team
Performers


**Location:** Club Room: 26 Block 103 Room, Dormitory ; Piano Room: 23 Block 055 Room, Dormitory


## Activities
- Piano Concerts in Cinema and Main Halls
- Piano/Karaoke Nights
- Piano Workshops


## Achievements
- Raised 130 000 tenge for medical treatment


## Entry Requirements
- Just love for piano and a desire to help organize concerts",2020-09-01,https://t.me/nupiano,https://www.instagram.com/nu_pianoclub/
97,138,NU Psychology Club,social,student.psychologyclub@nu.edu.kz,"A cozy community to explore psychology, spread awareness, and make new friends along the way.",2020-09-01,,
98,116,NU Red Crescent Society,social,red_crescent@nu.edu.kz,"The NU Red Crescent Society leads humanitarian initiatives at NU through blood drives, first aid trainings, emergency response, and social outreach.
In just two years, we’ve collected 300+ liters of blood, trained 500+ in first aid, supported 180+ children, and raised over 2 million tenge.
With five active departments, we turn compassion into action - be someone’s hero with us.


**Location:** 22 Block 124 Room, Dormitory


## Activities
- Blood Drives
- First Aid Trainings
- Children's Tutoring
- Social Support


## Achievements
- NU Awards Social Contribution of the Year winner 2024
- NU Awards Social Contribution of the Year winner 2025
- NU Awards Small-Scale Event of the Year winner 2024 - Blood Drives
- NU Awards Small-Scale Event of the Year winner 2025 - Blood Drives


## Entry Requirements
- Commitment to social impact
- Open-minded
- Responsible
- Enthusiastic",2020-09-01,https://t.me/red_crescent,https://www.instagram.com/nu_redcrescent/
99,106,NU Rotaract,social,rotaract@nu.edu.kz,"We are a club focused on developing leadership skills and creating positive change in our local community. Through volunteering and collaborative events we aim to improve both your surroundings and ourselves.


**Location:** 22 Block 124 Room, Dormitory


## Activities
- Community service
- Fundraising events
- Volunteering


## Achievements
- Created an interactive quest game to promote stress management
- Developed a Telegram bot to improve financial literacy
- Organized a volunteer trip to support war veterans
- Held fundraising events for social causes
- Regularly visited orphanages
- Participated in local volunteering initiatives


## Entry Requirements
- Must be willing to engage in community service and volunteering
- Be open to developing leadership skills",2020-09-01,https://t.me/rotaract,https://www.instagram.com/rotaryclubastana/
100,166,NU Rover,academic,nurover@nu.edu.kz,"NU Rover is an ambitious student engineering team dedicated to developing space exploration rovers and drones for international robotics engineering competitions across the world, including in Canada, Australia, the United States, and more. We bring together students from various disciplines – mechanics, electronics, control, automatization, astrobiology – to design and build our rover and drone for solving real-world space exploration challenges, such as autonomous navigation, equipment servicing, in-situ chemical analysis of Martian soil, and more.

Visit our website aspanrover.kz to learn more about our projects, explore open roles, and apply. We offer rolling admissions – so anyone can apply to join our team at any time.


**Location:** 27 Block 144 Room, Dormitory; Lab: S4.304


## Activities
- Designing and manufacturing Mars rovers for international competitions
- Developing autonomous navigation and equipment servicing systems
- Conducting in-situ chemical analysis of Martian soil
- Building drones for space exploration challenges


## Achievements
- First team from Kazakhstan, Central Asia, and Former USSR to qualify for Canadian International Rover Challenge (2025), Australian Rover Challenge (2025)
- Top-20 team at the Australian Rover Challenge 2025
- Top-20 team at the Canadian International Rover Challenge 2025
- Top-30% team at the European Rover Challenge 2025
- Perfect science score (16/16) at the University Rover Challenge 2025


## Entry Requirements
- Technical experience
- Strong motivation & Willigness to learn
- Teamwork mindset
- Learn more about requirements for specific roles at aspanrover.kz/careers",2024-01-01,,https://www.instagram.com/aspan.technologies/
101,141,NU Runners,sports,runners@nu.edu.kz,A community of runners who are passionate about long-distance running.,2020-01-02,https://t.me/+MhXIUzBfipw3NDYy,https://www.instagram.com/nu_runners/
102,167,NU SciPod,academic,scipod@nu.edu.kz,"NU SciPod is the podcast club, created to make science accessible to a wider audience. Our podcasts feature professors and researchers who share their experience in biology, chemistry, medicine, and beyond. At the same time, we invite students to share their perspectives and research journeys, creating discussions that connect science with everyday university life.


## Activities
- Podcast preparation - from scriptwriting to equipment set up
- Podcast production - filming, editing, and publishing
- Networking with top professors, doctors, and researchers
- Organizing podcast-themed university events and collaborations


## Achievements
- Produced 11 podcasts featuring top specialists, including NU’s Dean of SSH
- Built strong collaborations with researchers across multiple disciplines
- Expanded NU’s research visibility by promoting podcasts to wider audiences


## Entry Requirements
- Open to all backgrounds
- Eager to share science in an easy way
- Ready to learn and create
- Commitment to teamwork and shared values",2024-01-01,,https://www.instagram.com/nu.scipod/
103,55,NU Shyraq,cultural,nushyraq@nu.edu.kz,"Shyraq Club is Nazarbayev University's official Kazakh language and culture club. Our mission is to preserve, celebrate, and promote the rich heritage of the Kazakh people among students from all backgrounds. The name ""Shyraq"" symbolizes the light of our traditions – something we carry forward with pride and purpose.

Through cultural events, language workshops, national holidays, storytelling sessions, film screenings, and creative performances, we create a space where students can reconnect with or learn about Kazakh history, customs, literature, and identity.

Whether you're a native speaker or just beginning to explore Kazakh culture, Shyraq Club is a welcoming community that encourages curiosity, expression, and national pride.

Come join us to light the torch of heritage - and pass it on to future generations.


**Location:** 26 Block 128 Room, Dormitory


## Activities
- Oqylym-Aitylym sessions
- Kazakh Toastmasters sessions
- Kazakh language workshops (beginner to advanced)
- Nauryz and national holiday celebrations


## Achievements
- Founded one of the first student-led Kazakh Toastmasters initiatives at NU, empowering students to speak confidently in Kazakh
- Conducted beginner Kazakh courses for NU community


## Entry Requirements
- Basic proficiency in the Kazakh language
- Hospitality and a friendly attitude
- A genuine interest in Kazakh language, traditions, and national identity",2020-09-01,https://t.me/nushyraq,https://www.instagram.com/nu.shyraq/
105,72,NU Stand Up Night,cultural,comedy@nu.edu.kz,Official NU Stand Up Night at Nazarbayev University.,2020-09-01,https://t.me/comedy,https://www.instagram.com/comedy
106,27,NU Student Investment Fund,academic,investmentfund@nu.edu.kz,nusif.kz,2020-09-01,https://t.me/investmentfund,https://www.instagram.com/investmentfund
107,13,NU Surgery Club,academic,surgeryclub@nu.edu.kz,"Surgery Club is a dynamic community of medical students committed to developing clinical skills, exploring various medical specialties, and growing together both academically and professionally. We offer hands-on workshops, academic sessions, and career-focused events that complement formal medical education. Through collaboration with doctors, residents, and student organizations, the club integrates real-world perspective into its activities. Beyond developing skills and knowledge, the club provides a space for students to engage with peers, share interests, and grow as future medical professionals.


**Location:** 27 Block 150 Room, Dormitory


## Activities
- Suturing workshops (basic to advanced)
- Guest lectures with surgeons and residents
- Research & evidence-based medicine events
- Career development sessions


## Achievements
- Professional Development Club of the Year 2024–2025


## Entry Requirements
- Open to all students
- Active participation
- Interest in clinical skills and medicine
- Commitment to club values",2020-09-01,https://t.me/surgeryclub,https://www.instagram.com/nusurgeryclub/
108,89,NU Table Tennis,sports,tabletennis@nu.edu.kz,"Our table tennis club is a vibrant community of enthusiasts who share a love for the game, whether you’re a beginner picking up a paddle for the first time or an experienced player looking to sharpen your skills.
We offer regular training sessions, friendly matches, and competitive tournaments in a supportive and welcoming environment.
Our mission is to promote table tennis as a fun, inclusive, and dynamic sport that brings people together.
Beyond the game, we focus on building friendships, encouraging personal growth, and creating a space where everyone feels motivated and inspired to improve.
Whether you play for fun, fitness, or to compete, our club is the perfect place to connect with others who share your passion.


**Location:** Sport Center


## Activities
- Table Tennis Tournaments
- Regular training sessions
- Monthly League Games


## Achievements
- 4 Major Tournaments organized, 500+ Participants engaged across all events
- NU’s 1st-Ever Table Tennis League launched
- 3rd Place Wins at the SSL Competition
- 3rd Place Wins at the Astana Universities Tournament


## Entry Requirements
- Whether you’re a total beginner or an experienced player, all skill levels are welcome! Just be kind, supportive, and respectful to fellow members and follow fair play at all times.",2020-09-01,https://t.me/tabletennis,https://www.instagram.com/nu.tabletennis/
109,117,NU Teach for Qazaqstan,social,tfq@nu.edu.kz,"NU Teach For Qazaqstan is a student club that works in collaboration with the official Teach For Qazaqstan organization and its partner schools across Kazakhstan. Our goal is to involve NU students in understanding and solving educational inequality in the country.
We organize events with guest speakers and experts from the field of education, share research and stories through social media, and create opportunities for NU students to join real projects like field trips, mentorship, and teaching experiences. We want to build a stronger, more informed student community that cares about educational inequality.


## Activities
- TFQ Quiz
- TFQ Case competition
- Guest Lectures with Education Experts
- Field Trips


## Achievements
- Nominated for ""Small-Scale Event of the Year 2024""
- Nominated for ""Social Contribution of the Year 2024""


## Entry Requirements
- Interested in Education and Social Impact",2023-08-01,https://t.me/nutfq,https://www.instagram.com/nu_tfq/
110,58,NU Theater,art,nutheater@nu.edu.kz,"The goal of the club is to help people learn to express their emotions freely, gain confidence, perform on stage, write and direct plays, and develop their acting skills. NU Theater is a club with around 80 members that conducts rehearsals twice a week in the Cinema Hall. The club regularly hosts a minimum of 2 events each year: Miriater (small-scale event for the new members, one per semester) and one big-scale event. Our Club wants students of NU to learn more about the beauty of theater. We try to allow students to try being actors and directors. Each semester, we make big performances based on original and adapted scripts, showcasing the talents of our members.


**Location:** 26 Block 103 Room, Dormitory / Cinema Hall


## Activities
- Workshops for new members & 2 rehearsals every week
- Departments for various talents to contribute to performances
- Visits to mentor's studio 'Reka' for artistic expression
- Team-buildings and ice-breaking activities like game nights and movie viewings


## Achievements
- Revived tradition 'Miriater' allowing both new and older members to perform, write, and direct
- Performed for WHO's Sub-mental Health Forum
- First-ever two-day performance of 'Тень' in Orange Hall, 700 registered guests, nominated for Small-Scale Event of the Year
- Large-Scale Event of the Year 'Dead Poets Society' with an audience of 900 people


## Entry Requirements
- At the beginning of each semester through recruitment process
- Follow our social media channels for the latest updates",2013-09-01,https://t.me/nutheater,https://www.instagram.com/nu.theater/
111,98,NU Women Football Club,sports,womensfc@nu.edu.kz,"Our Women’s Football Club is a community of passionate students united by a love for the game and a mission to develop women’s football at our university. We hold regular training sessions, organize matches, and participate in tournaments, both on and off campus. The club is open to players of all skill levels - from beginners to experienced athletes. Beyond football, we’re building a strong and inclusive community where every member feels supported, valued, and empowered. Whether you’re here to grow as a player or simply be part of something meaningful - you’re welcome with us.


**Location:** Sport & Athletic Center


## Activities
- Regular trainings - Mon/Wed/Fri, 18:00–20:00
- Tournament participation - SSL, QFSQL, others
- Friendly matches - vs. local and semi-pro clubs
- Annual Girls’ Football Tournament - organized since 2024


## Achievements
- Student Sport League (SSL) 2024: 2nd place winners (and our captain Zhanel Madraimova was recognized as the ""Best Player"")
- NU Awards 2025: ""Sport Contribution of the Year""


## Entry Requirements
- Female students only
- No skill level required — beginners are welcome
- Regular participation in training sessions
- Active involvement in club life (e.g. PR, HR, events)",2015-09-01,https://t.me/nu_women_football,https://www.instagram.com/nu_women_football/
112,101,NU Yoga Stretch Pilates Club,sports,yogaclub@nu.edu.kz,Official NU Yoga Stretch Pilates Club at Nazarbayev University.,2020-09-01,https://t.me/yogaclub,https://www.instagram.com/yogaclub
113,168,NU_Yoga Stretch Pilates_CLUB,sports,yoga_stretch_pilates_club@nu.edu.kz,"NU_Yoga Stretch Pilates_CLUB is a student organization that helps students improve their physical and mental well-being, reduce stress, and deepen their awareness through holistic practices. The club offers yoga, pilates, stretching, meditation sessions, and workshops for all skill levels, from beginners to advanced practitioners. With a focus on strength, flexibility, posture, balance, and inner calm, the club fosters a supportive and non-competitive community where members can build resilience, cultivate mindfulness, and promote overall wellness.


**Location:** Nazarbayev University


## Activities
- Meditation – guided sessions promoting calmness, inner peace, and relaxation
- Ashtanga Yoga – dynamic practice synchronizing breath with physically demanding postures
- Hatha Yoga – balancing the body and mind through postures and breathwork
- Vinyasa – flowing sequences that link breath to movement seamlessly
- Yoga Flow – continuous, fluid yoga practice synchronized with breath
- Pilates Matwork – improving core strength, posture, and flexibility
- Somatic Pilates – combining mindful body awareness with strength and control
- Stretching – exercises to enhance flexibility and muscle tone
- Port de Bras – low-impact conditioning workout for posture and muscle balance
- Pilates Power – high-intensity variation of traditional Pilates
- Healthy Back – strengthening exercises for spinal stability and flexibility


## Achievements
- At about 25 group programs available.
- More than 70 classes every month.
- Our classes are led by experienced and professional coaches who easily connect with each group member, regardless of their fitness level.
- Programs for all physical qualities collected in one schedule, which combine wellness, functional, circuit, strength training blocks, cardio elements, dance, stretching, yoga, pilates, soft fitness, additional bonus classes on meditation, nutrition, master classes in various areas with experts, free training, online classes, teambuildings and much more.
- Our club held many events - it were really an exciting moments. We organized events, including wellness & mind & body activities, concerts, fitness conventions, retreats, nutrition workshops. We support and participate in various charity events and stress relief days. Also we are conducting warm up workouts annual arrangements within orientation week.
- These aren't just workouts with a standard set of programs. They're a unique and special atmosphere of a sports community of like-minded people. Here, you'll immerse yourself in an atmosphere of positivity and self-improvement!


## Entry Requirements
- All levels and ages are welcome!",2024-01-01,,https://www.instagram.com/NU_FitnessMix/
115,102,NU Zumba,sports,zumba@nu.edu.kz,"NU ZUMBA CLUB is a group session, which is a dance-based fitness program that combines high-energy dance with aerobic exercises. Led by an instructor, these classes are designed to be like a fun, fitness party, rather than a traditional workout. Participants, regardless of their dance skills or fitness level, move to upbeat music, improving their cardiovascular health, muscle conditioning, balance, and flexibility in an engaging, inclusive atmosphere.

Beyond the signature class, the Zumba® brand offers other formats, such as Zumba®Toning, Zumba®Step, Aqua®Zumba, Zumba®Sentao, Zumba®Gold, and classes tailored for different age groups.


**Location:** Nazarbayev University


## Activities
- ZUMBA®FITNESS – full-blown cardio workouts with dance moves and catchy music
- ZUMBA®TONING – body-sculpting exercises and cardio with light weights or toning sticks
- ZUMBA®STEP – combining step aerobics with Zumba moves to tone core and legs
- ZUMBA®GOLD – lower-intensity choreography focusing on balance, motion, and coordination
- ZUMBA®SENTAO – dance fitness combined with resistance training and core strength
- AQUA®ZUMBA – water-based dance fitness for cardio-conditioning and toning


## Achievements
- At about 25 group programs available.
- More than 70 classes every month.
- Our classes are led by experienced and professional coaches who easily connect with each group member, regardless of their fitness level.
- Programs for all physical qualities collected in one schedule, which combine wellness, functional, circuit, strength training blocks, cardio elements, dance, stretching, yoga, pilates, soft fitness, additional bonus classes on meditation, nutrition, master classes in various areas with experts, free training, online classes, teambuildings and much more.
- Our club held many events - it were really an exciting moments. We organized events, including wellness & mind & body activities, concerts, fitness conventions, retreats, nutrition workshops. We support and participate in various charity events and stress relief days. Also we are conducting warm up workouts annual arrangements within orientation week.
- These aren't just workouts with a standard set of programs. They're a unique and special atmosphere of a sports community of like-minded people. Here, you'll immerse yourself in an atmosphere of positivity and self-improvement!


## Entry Requirements
- All levels and ages welcome :)",2020-09-01,https://t.me/zumba,https://www.instagram.com/NU_FitnessMix/
117,71,Off Stage,cultural,offstage@nu.edu.kz,"Official Off Stage at Nazarbayev University.

We’re a student club that organizes all of the big events inside the university",2024-06-01,https://t.me/offstage,https://www.instagram.com/offstage_team?igsh=MTk4MHN0Z282dGJ4Zg==
118,39,Persian Club,academic,persianclub@nu.edu.kz,Official Persian Club at Nazarbayev University.,2020-09-01,https://t.me/persianclub,https://www.instagram.com/persianclub
119,59,Poetry Club,cultural,poetryclub@nu.edu.kz,"People come to our club for poetry - but they stay for the community.
""We don’t read and write poetry because it’s cute. We read and write poetry because we are members of the human race, and the human race is filled with passion.""
We create a space where you can express yourself freely, let your inspiration flow, and share your deepest thoughts with the world.
We create a platform to share your love to poems through our Poetry Nights and express yourself on stage by our acting performance.
We are the club that connects people who read, write and love poetry.


**Location:** 27 Block 147 Room, Dormitory


## Activities
- Poetry nights
- Acting performances
- Poetry workshops


## Achievements
- Organized and hosted meeting with Mukhtar Shakhanov
- Wrote, staged and performed play 'Dead Poets Society' with NU Theatre
- Staged and performed musicals 'Gorgorod' and 'Orpheus and Eurydice'
- Organized workshop with Arlyce Rose Menzies


## Entry Requirements
- Be nice and engage in activities",2020-09-01,https://t.me/poetryclub,https://www.instagram.com/nupoetry/
120,62,Pottery Club,cultural,pottery_club@nu.edu.kz,"The NU Pottery Club is a creative escape for students interested in ceramics. From wheel-throwing to glazing, members can explore pottery with no prior experience required. Beyond the studio, the club hosts exhibitions, workshops, and community events to share the art of pottery and build meaningful connections.


**Location:** 23.09


## Activities
- Thematic Exhibitions
- Charity Workshops
- Public Master-classes


## Achievements
- Spring'25 Exhibition
- Red Crescent & CDF Charity Workshops


## Entry Requirements
- Dedication of time
- Patience and strong character
- Sense of humor",2020-09-01,https://t.me/pottery_club,https://www.instagram.com/nu_pottery_club/
121,42,Pre-Med Club,academic,premedclub@nu.edu.kz,Official Pre-Med Club at Nazarbayev University.,2020-09-01,https://t.me/premedclub,https://www.instagram.com/premedclub
122,108,Psychology Club,social,student.psychologyclub@nu.edu.kz,"Psychology Club creates a supportive university community through stress-relief programs, art therapy workshops and partnerships with Psychological Counseling Services. Our key initiatives include therapeutic Stress-relief Weeks, psychological training programs, and Psychocupids, a unique program helping students form meaningful social connections. We foster a welcoming family atmosphere that makes university life more manageable and enjoyable for all members.


**Location:** 22 Block 124 Room, Dormitory


## Activities
- Stress Relief Week (therapy, sports and art activities)
- PsychoCupids (connection and communication events)
- Art therapy & mental health workshops
- Lectures and events with psychologists


## Achievements
- Only club hosting events during exams - Stress Relief Week
- Running student-led journal on psychology and mental health
- Bridge between students and the Psychological Counseling Service
- Ongoing support for students through diverse well-being initiatives


## Entry Requirements
- Students of all majors and years are welcome
- Interested in psychology, mental health - no prior knowledge required
- Being friendly and open-minded - extrovert or introvert, you belong
- Willing to be an active member of the team",2020-09-01,https://t.me/student.psychologyclub,https://www.instagram.com/nupsychology/
123,10,Public Health Club,academic,publichealth_club@nu.edu.kz,Official Public Health Club at Nazarbayev University.,2020-09-01,https://t.me/publichealth_club,https://www.instagram.com/publichealth_club
124,91,Qiial Dance Club,sports,qiialdc@nu.edu.kz,"Qiial is a student dance club where girls come together to dance in the High Heels style. We learn how to move beautifully, walk confidently in heels, and embrace our femininity. Qiial is more than just a dance club - it’s a safe and fun space where you can be yourself, grow, and enjoy every step. We support each other, build confidence, and have lots of fun along the way. If you want to dance, feel confident, and connect with amazing girls - Qiial is the place for you!


**Location:** Nazarbayev University


## Activities
- Workshops with professional choreographers
- Guest lectures with choreographers
- Annual dance concert


## Achievements
- Held two annual concerts with performances by club members
- Invited professional choreographer @heyzhaan_ for a workshop and motivational talk


## Entry Requirements
- High Heels Workshop",2020-09-01,https://t.me/qiialdc,https://www.instagram.com/qiialdc/
125,53,Rave Club,cultural,rave@nu.edu.kz,"Our goal is to connect people interested in DJing, who share passion for music, dance and parties.


**Location:** 26 Block 128/1 Room, Dormitory


## Activities
- Nauryz Toi
- Break Party
- Halloween Party
- Snow Ball


## Achievements
- Many more to come!


## Entry Requirements
- All levels are welcome!
- To feel the rhythm and beats",2020-09-01,https://t.me/rave,https://www.instagram.com/rave.nu/
126,16,Robotics Club,academic,roboticsclub@nu.edu.kz,Official Robotics Club at Nazarbayev University.,2020-09-01,https://t.me/roboticsclub,https://www.instagram.com/roboticsclub
127,70,Sample Magazine,cultural,samplemag@nu.edu.kz,"Sample is a platform where art, culture, and style under students' voices collide. Each semester, we bring one magazine issue to life through original articles, eye-catching layouts, and creative photoshoots. However, we’re more than just a magazine.
We collaborate with a wide range of student clubs - from music bands to photographers and dance clubs - to show off diverse talents of NU students. We collaborate with 20+ passionate student designers, 10+ writers, and 10+ graphic designers, each bringing their own vision to the evolving world of Central Asian fashion.
Throughout the year, we host vibrant and inclusive fashion events such as thrifting parties, art performances, fashion design contests, and our highly anticipated annual runway show, which gathers over 300 attendees. Sustainability and environmental care are at the heart of our work - from promoting second-hand fashion to using eco-conscious materials in our designs.
At Sample, creativity meets community, and every issue is a celebration of student expression, creativity, and purpose.


**Location:** 27 Block 147 Room, Dormitory


## Activities
- Magazine making & Fashion Runways
- Thrifting parties & Live art performances
- Fashion design and Photography Contests & Creative Photoshoots
- Social Media Promo activity & Internal fashion-related workshops


## Achievements
- The first hard-copy magazine made by students to be stored at NU library
- Collaborations with large Kazakh media organizations - Partners Media Group, Elle Kazakhstan, Harper's Bazaar - and Central Asian influencers - @ohmybabyzee @nazira_in_zvuk


## Entry Requirements
- Have passion for creativity and fashion
- Have skills related for intended member position
- Ability to work in a team",2020-09-01,https://t.me/samplemag,https://www.instagram.com/sample.mag.nu/
128,161,SASA,academic,sasa@nu.edu.kz,"Sociology & Anthropology Students' Association (SASA) is dedicated to promote an interest in the study of sociology and anthropology and research of social problems, to contribute to a greater sense of departmental community and social involvement. SASA is also an organizational medium through which undergraduate and graduate students, faculty, staff, department administrators, researchers, and organizational leaders can interact on a meaningful level.


**Location:** 26 block 129 Room, Dormitory


## Activities
- Academic and community-building events
- Expert-led workshops
- Guest talks by professors
- Informal student–professor connection events


## Achievements
- Held regular meetings with faculty to strengthen academic dialogue
- Organized a Power BI workshop led by the founder of the Kazakhstan Sociology Lab
- Hosted additional skill-building workshops for students on relevant topics like machine learning
- Organized an informal graduation event for 40+ students, attended by the full faculty of our school


## Entry Requirements
- Be passionate about Sociology and Anthropology",2024-01-01,,https://www.instagram.com/nu_s_a/
129,155,SDSN Youth Kazakhstan,academic,,SDSN Youth Kazakhstan,2025-10-21,,
130,152,SEDS.KZ,professional,seds.student.chapter@nu.edu.kz,"SEDS stands for Students for the Exploration and Development of Space. It was founded in 1980 at MIT by Peter Diamandis. Today SEDS has 85 chapters in the USA, over 30 international branches and consists of 10,000 members around the globe.

SEDS pursues to promote the exploration and development of space by educating people about the benefits of space, supporting a network of interested students, providing an opportunity for members to develop their leadership skills, and inspiring people through their involvement in space-related projects. We believe in a space-faring civilization and that focusing the enthusiasm of students is the key to humankind's future in space.


**Location:** 27 Block 144 Room, Dormitory


## Activities
- Stargazings
- Rocket Launches
- Treasure Hunts
- Space Talks
- Space Topic Related Lectures


## Achievements
- Annually conducted Cosmothon event, a space-themed hackathon
- Participation at rocketry contests and forums


## Entry Requirements
- Interest in new technologies
- Team working skills
- Wish to achieve great results",2025-10-20,,https://www.instagram.com/seds.kz/
131,19,SEDS Student Chapter,academic,seds.student.chapter@nu.edu.kz,Official SEDS Student Chapter at Nazarbayev University.,2020-09-01,https://t.me/seds.student.chapter,https://www.instagram.com/seds.student.chapter
132,158,SG Ministry of Culture,social,,SG Ministry of Culture,2025-10-22,,
133,157,SG Ministry of Research and Innovations,academic,,SG Ministry of Research and Innovations,2025-10-21,,
134,28,SIAM Student Chapter,academic,siam@nu.edu.kz,"Our club brings together students passionate about applied mathematics and how it shapes science and industry. We host guest lectures, prep nights, and collaborative events that make challenging concepts easier to understand and more exciting to explore. It’s about sharing curiosity, building problem solving skills, and being part of a group that values both knowledge and teamwork. Whether you are new to math or already deep into proofs and theorems, SIAM NU is the place to grow!


**Location:** 26 Block, 129 Room, Dormitory


## Activities
- SIAM Talks
- Math Carousel
- Pie Week
- Math Olympiad


## Achievements
- 2022 Student Awards Short List — Academic Club of the Year
- 2023 Student Awards Short List — Academic Club of the Year
- 2025 Student Awards Short List — Academic Club of the Year


## Entry Requirements
- Anyone interested in math is welcome!",2020-09-01,https://t.me/siam,https://www.instagram.com/siam_nu_sc/
135,125,Smeshariki Enjoyers Club,social,cg_club@nu.edu.kz,"Community of 3D Artists bringing their vision to life


**Location:** 27 Block 147 Room, Dormitory


## Activities
- Workshops


## Achievements
- Hosted a number of workshops, sharing our knowledge and experience


## Entry Requirements
- Willingness to have fun",2025-08-12,,https://www.instagram.com/cgclub.nu/
136,31,SME Student Chapter,academic,sme@nu.edu.kz,"The Society for Mining, Metallurgy & Exploration (SME Student Chapter) at Nazarbayev University is a proactive and passionate student organization committed to advancing the fields of mining, metallurgy, and exploration. It serves as a vibrant platform for students interested in mining engineering, metallurgy, and related disciplines to engage with industry professionals and academic experts. Aligned with the university’s School of Mining and Geosciences established in 2016, the chapter promotes professional development and academic excellence among its members.


**Location:** Nazarbayev University


## Activities
- Networking events with industry and academic experts
- Workshops on mining, metallurgy, and exploration
- Collaborative projects with professionals from around the world
- Career pathway discussions and industry trend analysis


## Achievements
- Organized a case championship with a 600,000 KZT prize fund, challenging participants with real-world industry problems
- Hosted over 10 guest speaker events featuring professionals from academia and industry


## Entry Requirements
- Current student majoring in Mining Engineering or Geology at Nazarbayev University
- Ambition, dedication, and passion for professional and personal growth
- Active engagement in the NU community and contribution to club activities",2020-09-01,https://t.me/sme,https://www.instagram.com/nu_sme_sc/
137,25,Sociology and Anthropology Students Association,academic,sasa@nu.edu.kz,Official Sociology and Anthropology Students Association at Nazarbayev University.,2020-09-01,https://t.me/sasa,https://www.instagram.com/sasa
138,22,Spanish Club,academic,spanishclub@nu.edu.kz,"Spanish Club is dedicated to promoting the Spanish language and the diverse cultures of Spanish-speaking countries through hosting weekly speaking sessions, cultural nights, movie screenings, and holiday celebrations such as Día de los Muertos. Whether you're fluent or just starting out, we welcome everyone interested in learning and experiencing something new.


**Location:** 26 Block 128/1 Room, Dormitory


## Activities
- Speaking Clubs
- Spanish Movie Nights
- Cookie Fest
- Coco Fest
- Polyglot Olympiad
- Midterm nights: SPA 101, SPA 102, SPA 201, SPA 202


## Achievements
- Many to come!


## Entry Requirements
- Interest in Spanish language or culture
- Open to all levels
- Willingness to participate actively",2020-09-01,https://t.me/spanishclub,https://www.instagram.com/nuspanish/
139,34,SPE Student Chapter,academic,spe@nu.edu.kz,"The Society of Petroleum Engineers (SPE) connects professionals from all corners of the oil and gas sector, fostering collaboration, innovation, and growth. We, as a student chapter, organize educational activities, where future Oil & Gas professionals can network and learn lots of new things. Aside from academic stuff, we also organize many fun activities for all students! Therefore, if you want to join an active, friendly group of students, SPE is the place!


**Location:** 27 Block 144 Room, Dormitory


## Activities
- Case Championships
- Technical Lectures
- SPE Olympic Games
- SPE Cares


## Achievements
- NU Awards Academic Club Winner


## Entry Requirements
- Any major
- Desire to be active and have fun!",2020-09-01,https://t.me/spe,https://www.instagram.com/nu_spe_sc/
140,66,Student Awards,cultural,studentawards@nu.edu.kz,Official Student Awards at Nazarbayev University.,2020-09-01,https://t.me/studentawards,https://www.instagram.com/studentawards
141,111,Student Fund Budget Committee,social,studentfund@nu.edu.kz,"SFBC (Student Fund Budget Committee) allocates funds from the Student Fund, received from Nazarbayev University students, to develop and support campus life. The committee manages the procedure for financing student activities and works to improve the student experience at NU.


## Activities
- Biweekly meetings reviewing applications from student clubs
- Allocation of funds to support initiatives
- Managing the procedure for financing student activities
- Campus life development projects


## Achievements
- Held 6 meetings covering 80-100 applications per semester
- Allocated over 14 million tenge for student club initiatives


## Entry Requirements
- cGPA 2.33 or above
- Be able to allocate 6-8 hours per week
- Strong desire to improve student life at NU",2020-09-01,https://t.me/studentfund,https://www.instagram.com/nu_student_fund/
142,109,Student Government,social,student_government@nu.edu.kz,Official Student Government at Nazarbayev University.,2020-09-01,https://t.me/sg_mmc,https://www.instagram.com/nu_student_government?igsh=cjltMXB1a3ltaTZy
143,107,Student Rights Committee,social,student.rights@nu.edu.kz,"The Student Rights Committee is an independent branch within the Student Government responsible for conducting the annual SG Presidential Elections, protecting students’ rights, and ensuring their voices are heard.


**Location:** Block D9 (26), Room 149


## Activities
- Annual Presidential Elections
- Participation in Committees
- Work with the DSS


## Achievements
- Many more to come!


## Entry Requirements
- Familiarity with internal regulations
- Sensibility and level-headedness",2020-09-01,https://t.me/nu_justice,https://www.instagram.com/nu_student_rights/
