,id,name,category,email,description,established,telegram_url,instagram_url,description_clean,interest_areas
72,132,NU Badminton Club,sports,badmintonclub@nu.edu.kz,"NU Badminton Club is a welcoming and fast-growing sports community open to players of all levels - from complete beginners to experienced ones. We create a space where students can stay active, improve their skills, and connect through badminton.

We host weekly Open Plays open to the entire NU community, organize tournaments each, and provide training sessions for members. Whether you’re looking to casually play on Monday or compete in tournaments, there’s a place for you on our courts.



## What we do
- Organize NU Badminton Cup and Internal Tournaments
- Open Trainings each semester 
- Weekly Open Plays
- Badminton Day
",2025-01-13,https://t.me/nubadminton_1,https://www.instagram.com/nu_badmintonclub/,"NU Badminton Club is a welcoming and fast-growing sports community open to players of all levels - from complete beginners to experienced ones. We create a space where students can stay active, improve their skills, and connect through badminton. We host weekly Open Plays open to the entire NU community, organize tournaments each, and provide training sessions for members. Whether you’re looking to casually play on Monday or compete in tournaments, there’s a place for you on our courts. What we do Organize NU Badminton Cup and Internal Tournaments Open Trainings each semester Weekly Open Plays Badminton Day",Sports & Fitness
73,83,NU Basketball,sports,nu_basketball@nu.edu.kz,"The Official Basketball Club at Nazarbayev University is one of the most popular and competitive sports organizations on campus, catering to both serious athletes and casual players. It serves as the primary hub for anyone looking to develop their skills on the court.
The club’s activity is structured around three main objectives:
Varsity Excellence: The club oversees the selection and training of the university's representative teams (Men’s and Women’s), which compete in the National Student League and various inter-university tournaments across Kazakhstan.
Intramural Community: For students not on the varsity roster, the club organizes internal leagues, 3x3 tournaments, and ""Open Gym"" sessions. This allows the broader student body to engage in the sport regardless of their skill level.
Fundamental Training: Regular practice sessions focus on technical proficiency, including shooting mechanics, defensive positioning, and tactical team plays, often guided by experienced coaches or senior student-athletes.
Culture of Discipline: The club fosters a high-intensity environment that mirrors professional sports, emphasizing teamwork, physical endurance, and the ""Mamba Mentality"" of constant self-improvement.",2020-09-01,https://t.me/nu_basketball,https://www.instagram.com/nu_basketball,"The Official Basketball Club at Nazarbayev University is one of the most popular and competitive sports organizations on campus, catering to both serious athletes and casual players. It serves as the primary hub for anyone looking to develop their skills on the court. The club’s activity is structured around three main objectives: Varsity Excellence: The club oversees the selection and training of the university's representative teams (Men’s and Women’s), which compete in the National Student League and various inter-university tournaments across Kazakhstan. Intramural Community: For students not on the varsity roster, the club organizes internal leagues, 3x3 tournaments, and ""Open Gym"" sessions. This allows the broader student body to engage in the sport regardless of their skill level. Fundamental Training: Regular practice sessions focus on technical proficiency, including shooting mechanics, defensive positioning, and tactical team plays, often guided by experienced coaches or senior student-athletes. Culture of Discipline: The club fosters a high-intensity environment that mirrors professional sports, emphasizing teamwork, physical endurance, and the ""Mamba Mentality"" of constant self-improvement.",Sports & Fitness
76,69,NU Choir,art,choir@nu.edu.kz,"We are NU Choir - a performing arts club that’s been inspiring audiences for over 13 years, not just at concerts, but in everything we do! Our goal isn’t just to organise cool events, but also to help you grow: as a singer, as a leader, and as a person. It’s about finding what you truly love, meeting like-minded people, and exploring yourself along the way. At our concerts, we manifest our ideas and messages through beautifully harmonised songs that tell stories and evoke a wide range of emotions. Our repertoire is as diverse as our members: Rock, Pop, Jazz, Disney classics, spooky Halloween-ish songs, childhood favorites, in English, Kazakh, in some other language, even some songs with gibberish lyrics! There are NO limits! It’s not always easy, but we believe the challenge will help you discover what truly brings you joy. Can't wait to see you at our audition!


**Location:** Cinema Hall, 25 Block k021


## Activities
- Themed Concerts
- Creative Events
- Team-Buildings and Hang-outs


## Achievements
- Performed at OYU Festival 2024
- Performed with Moldanazar on Orynkhan's Concert
- Mega Silk Way Concerts
- Annual Heart Winners on Singing Valentines


## Entry Requirements
- Passion for singing and/or organizing events
- Desire to learn and be a part of a big community
- Some ear training (nothing fancy)
- Any additional skills are welcome!",2012-09-01,https://t.me/nuchoir,https://www.instagram.com/nuchoir/,"We are NU Choir - a performing arts club that’s been inspiring audiences for over 13 years, not just at concerts, but in everything we do! Our goal isn’t just to organise cool events, but also to help you grow: as a singer, as a leader, and as a person. It’s about finding what you truly love, meeting like-minded people, and exploring yourself along the way. At our concerts, we manifest our ideas and messages through beautifully harmonised songs that tell stories and evoke a wide range of emotions. Our repertoire is as diverse as our members: Rock, Pop, Jazz, Disney classics, spooky Halloween-ish songs, childhood favorites, in English, Kazakh, in some other language, even some songs with gibberish lyrics! There are NO limits! It’s not always easy, but we believe the challenge will help you discover what truly brings you joy. Can't wait to see you at our audition! Activities Themed Concerts Creative Events Team-Buildings and Hang-outs Achievements Performed at OYU Festival 2024 Performed with Moldanazar on Orynkhan's Concert Mega Silk Way Concerts Annual Heart Winners on Singing Valentines Entry Requirements Passion for singing and/or organizing events Desire to learn and be a part of a big community Some ear training (nothing fancy) Any additional skills are welcome!",Music & Performance
77,120,NU Climbing,sports,nu_climbing@nu.edu.kz,"The Official Climbing Club at Nazarbayev University is a specialized community focused on the sport of rock climbing and bouldering, emphasizing physical strength, problem-solving, and safety.
The club provides a unique athletic experience through several core pillars:
Technical Mastery: Training focuses on the fundamentals of bouldering and top-rope climbing, including proper footwork, grip techniques (crimps, jugs, slopers), and body positioning to navigate ""problems"" on the wall.
Safety & Gear: A heavy emphasis is placed on safety protocols, including the correct use of harnesses, climbing shoes, chalk, and belay techniques, ensuring a secure environment for both beginners and veterans.
Mental Strategy: Climbing at NU is often described as ""physical chess."" Members learn to analyze routes and plan their movements ahead of time, fostering critical thinking and mental focus under physical exertion.
Community & Outdoor Trips: Beyond the campus climbing wall, the club fosters a tight-knit community that often organizes outdoor excursions to natural climbing spots in Kazakhstan, bridging the gap between indoor training and real-world rock climbing.
In essence, NU Climbing is for students who seek a non-traditional workout that challenges both their muscles and their minds in a supportive, vertical environment.
",2025-01-01,https://t.me/nuhikingcampingclimbing,https://www.instagram.com/nu_climbing/,"The Official Climbing Club at Nazarbayev University is a specialized community focused on the sport of rock climbing and bouldering, emphasizing physical strength, problem-solving, and safety. The club provides a unique athletic experience through several core pillars: Technical Mastery: Training focuses on the fundamentals of bouldering and top-rope climbing, including proper footwork, grip techniques (crimps, jugs, slopers), and body positioning to navigate ""problems"" on the wall. Safety & Gear: A heavy emphasis is placed on safety protocols, including the correct use of harnesses, climbing shoes, chalk, and belay techniques, ensuring a secure environment for both beginners and veterans. Mental Strategy: Climbing at NU is often described as ""physical chess."" Members learn to analyze routes and plan their movements ahead of time, fostering critical thinking and mental focus under physical exertion. Community & Outdoor Trips: Beyond the campus climbing wall, the club fosters a tight-knit community that often organizes outdoor excursions to natural climbing spots in Kazakhstan, bridging the gap between indoor training and real-world rock climbing. In essence, NU Climbing is for students who seek a non-traditional workout that challenges both their muscles and their minds in a supportive, vertical environment.",Sports & Fitness
78,151,NU Comedy Club,cultural,comedy@nu.edu.kz,"NU Comedy Club is a stand-up collective founded by Nazarbayev University alumni and creators of the SU!N Project - Alexander Merkul (SEDS-CS), Aman Tuyluygenov (SSH-economics), and Alikhan Karymsakov (NUSOM). Many of our alumni are now popular comedians, which include Arman Qonkobay, Abdybek Urmanov, Yaroslav Mironov, Alisher Toregali, Ayana Mussabayeva, Miras Samat, Abylay Dossmurzayev, Yergali Temirgali.
Equally central to our identity is social responsibility. Since the early days of our performances, we’ve collaborated closely with NU Red Crescent, organizing shows where proceeds or donations go toward charitable causes. Through these events, we aim not only to make people laugh but also to support our community and those in need.


**Location:** 27 Block 147 Room, Dormitory


## Activities
- Stand up concerts
- Open mics
- Lookalike competitions
- Roast battles


## Achievements
- NU Awards Small Scale Event of the Year nominees 2024-2025


## Entry Requirements
- Everyone is welcome",2025-10-19,https://t.me/comedynu,https://www.instagram.com/comedy.nu/,"NU Comedy Club is a stand-up collective founded by Nazarbayev University alumni and creators of the SU!N Project - Alexander Merkul (SEDS-CS), Aman Tuyluygenov (SSH-economics), and Alikhan Karymsakov (NUSOM). Many of our alumni are now popular comedians, which include Arman Qonkobay, Abdybek Urmanov, Yaroslav Mironov, Alisher Toregali, Ayana Mussabayeva, Miras Samat, Abylay Dossmurzayev, Yergali Temirgali. Equally central to our identity is social responsibility. Since the early days of our performances, we’ve collaborated closely with NU Red Crescent, organizing shows where proceeds or donations go toward charitable causes. Through these events, we aim not only to make people laugh but also to support our community and those in need. Activities Stand up concerts Open mics Lookalike competitions Roast battles Achievements NU Awards Small Scale Event of the Year nominees 2024-2025 Entry Requirements Everyone is welcome",Arts & Creativity; Film & Media
79,115,NU Cooking Club,social,cooking_club@nu.edu.kz,"Cooking Club brings together students who are passionate about culinary arts, cultural foods, and learning through hands-on experience. Whether you're a beginner or an experienced cook, this club offers a welcoming space to experiment with new recipes, explore international cuisines, and discover the stories behind traditional dishes.


**Location:** 24 block 12 Floor Kitchen


## Activities
- Weekly cooking sessions
- Themed food nights
- Guest chef workshops


## Achievements
- Many more to come!


## Entry Requirements
- All levels are welcome!",2020-09-01,https://t.me/cookingclubchannel,https://www.instagram.com/nucookingclub/,"Cooking Club brings together students who are passionate about culinary arts, cultural foods, and learning through hands-on experience. Whether you're a beginner or an experienced cook, this club offers a welcoming space to experiment with new recipes, explore international cuisines, and discover the stories behind traditional dishes. Activities Weekly cooking sessions Themed food nights Guest chef workshops Achievements Many more to come! Entry Requirements All levels are welcome!",Arts & Creativity; Culture & Languages
80,64,NU Creators,cultural,creators@nu.edu.kz,"NU Creators is the media powerhouse of Nazarbayev University. We specialize in event coverage, promo videos, and creative content that helps NU clubs and organizations showcase their activities in the best light. Whether it’s capturing the atmosphere of a concert, producing a stylish promo for an upcoming event, or creating trending videos and surveys for social media, our team is all about creativity and innovation. Beyond supporting other clubs, we actively run our own platforms on TikTok and Instagram, where we post entertaining, relatable, and engaging content for the NU community. NU Creators is the place where media meets student life - and where creativity turns into stories that everyone can enjoy.


**Location:** Blok D10 (27), Room 146, Dormitory


## Activities
- Workshops
- Shooting of NU events
- Media coverage of NU


## Achievements
- Organized workshop with @alta__sun
- Official partners of WeGlobal
- Collaboration with the marketing department of NU


## Entry Requirements
- Enthusiasm for content creation
- Submission of one video showcasing your background
- Desire to learn and develop as a content creator
- All levels are welcome",2020-09-01,https://t.me/creators,https://www.instagram.com/nu.creators/,"NU Creators is the media powerhouse of Nazarbayev University. We specialize in event coverage, promo videos, and creative content that helps NU clubs and organizations showcase their activities in the best light. Whether it’s capturing the atmosphere of a concert, producing a stylish promo for an upcoming event, or creating trending videos and surveys for social media, our team is all about creativity and innovation. Beyond supporting other clubs, we actively run our own platforms on TikTok and Instagram, where we post entertaining, relatable, and engaging content for the NU community. NU Creators is the place where media meets student life - and where creativity turns into stories that everyone can enjoy. Activities Workshops Shooting of NU events Media coverage of NU Achievements Organized workshop with @alta__sun Official partners of WeGlobal Collaboration with the marketing department of NU Entry Requirements Enthusiasm for content creation Submission of one video showcasing your background Desire to learn and develop as a content creator All levels are welcome",Film & Media; Arts & Creativity
81,43,NU Data Science Club,professional,datascience@nu.edu.kz,"DataSci Club is the community for anyone passionate about data science, artificial intelligence, machine learning, and analytics.
We organize workshops, guest lecture sessions, data science competitions, and the annual Data Science Fest to foster practical skills, critical thinking, and innovation.
Our mission is to popularize data science among the students at NU and whole Kazakhstan! Our events gather students to solve real-world problems using data.
We actively collaborate with industry leaders to provide mentorship, case studies, and internship opportunities.
Whether you're just starting out or already an expert, DataSci Club is the perfect place to explore, learn, and grow in the world of data.
Check out our website: https://www.datasci.digital


**Location:** 27 Block 145 Room, Dormitory


## Activities
- Datathon
- Data Science Fest
- Workshops
- Guest Lectures


## Achievements
- NU Awards: Best Academic Event of the Year for Datathon'24


## Entry Requirements
- Passion for Data Science
- Basic Python knowledge
- Teamwork skills
- Responsibility",2020-09-01,https://t.me/nu_datasci,https://www.instagram.com/nu_datasci/,"DataSci Club is the community for anyone passionate about data science, artificial intelligence, machine learning, and analytics. We organize workshops, guest lecture sessions, data science competitions, and the annual Data Science Fest to foster practical skills, critical thinking, and innovation. Our mission is to popularize data science among the students at NU and whole Kazakhstan! Our events gather students to solve real-world problems using data. We actively collaborate with industry leaders to provide mentorship, case studies, and internship opportunities. Whether you're just starting out or already an expert, DataSci Club is the perfect place to explore, learn, and grow in the world of data. Check out our website: https://www.datasci.digital Activities Datathon Data Science Fest Workshops Guest Lectures Achievements NU Awards: Best Academic Event of the Year for Datathon'24 Entry Requirements Passion for Data Science Basic Python knowledge Teamwork skills Responsibility",Technology & Computing
82,52,NU Decides,cultural,decides@nu.edu.kz,"NU Decides is the official interschool song contest of Nazarbayev University, where six schools compete for the title of Best Singer School. What makes this event unique is its transparency and spirit of student involvement - it is YOU who decide the winner.
From auditions to the Grand Finale, the NU Decides Organizing Committee handles every step: stage design, artist support, promotion, logistics, and live voting through a custom-built digital platform. It has brought together over 20 student clubs, involved students from other universities, and reached thousands of viewers both on campus and online.
For the past two years, the Grand Finale has been proudly held in collaboration with the Swedish Embassy in Kazakhstan, whose support has helped to increase the scale and cultural reach of the event. Whether you’re on stage, behind the scenes, or cheering from the audience - NU Decides is where voices are heard, stories are shared, and memories are made.


**Location:** 27 Block 146 Room, Dormitory (Spring '25)


## Activities
- Nu Decides Grand Final 2025
- Nu Decides Grand Final 2024
- Nu Decides Grand Final 2023
- Nu Decides Grand Final 2022


## Achievements
- Established an ongoing partnership with the Embassy of Sweden.
- Organized Grand Finales in 2022, 2023, 2024, and 2025, attracting a combined audience of over 4,000+ attendees, including students, faculty, and university guests.
- Collaborated with over 20 student clubs across NU and engaged students from other universities in both stage performance and media production.
- Consistently produce professional video content, utilizing advanced camera equipment, lighting setups, and sound engineers to ensure premium-quality stage production.


## Entry Requirements
- Genuine interest in working with participants, media production, music, and concert management.
- Strong sense of responsibility, teamwork, and time management.
- Willingness to contribute actively and take initiative.
- Prior experience in student organizations or event planning is a plus, but not required.",2021-09-01,NaN,https://www.instagram.com/nu_decides/,"NU Decides is the official interschool song contest of Nazarbayev University, where six schools compete for the title of Best Singer School. What makes this event unique is its transparency and spirit of student involvement - it is YOU who decide the winner. From auditions to the Grand Finale, the NU Decides Organizing Committee handles every step: stage design, artist support, promotion, logistics, and live voting through a custom-built digital platform. It has brought together over 20 student clubs, involved students from other universities, and reached thousands of viewers both on campus and online. For the past two years, the Grand Finale has been proudly held in collaboration with the Swedish Embassy in Kazakhstan, whose support has helped to increase the scale and cultural reach of the event. Whether you’re on stage, behind the scenes, or cheering from the audience - NU Decides is where voices are heard, stories are shared, and memories are made. Activities Nu Decides Grand Final 2025 Nu Decides Grand Final 2024 Nu Decides Grand Final 2023 Nu Decides Grand Final 2022 Achievements Established an ongoing partnership with the Embassy of Sweden. Organized Grand Finales in 2022, 2023, 2024, and 2025, attracting a combined audience of over 4,000+ attendees, including students, faculty, and university guests. Collaborated with over 20 student clubs across NU and engaged students from other universities in both stage performance and media production. Consistently produce professional video content, utilizing advanced camera equipment, lighting setups, and sound engineers to ensure premium-quality stage production. Entry Requirements Genuine interest in working with participants, media production, music, and concert management. Strong sense of responsibility, teamwork, and time management. Willingness to contribute actively and take initiative. Prior experience in student organizations or event planning is a plus, but not required.",Music & Performance
83,145,NU Esports,sports,esports@nu.edu.kz,"The Official Esports Club at Nazarbayev University is a dynamic community dedicated to competitive gaming, digital entertainment, and the professionalization of the gaming industry within the university.
The club operates as a hub for both elite competitors and casual enthusiasts through several key pillars:
Competitive Excellence: Managing and training the university’s varsity rosters for popular titles such as Dota 2, Counter-Strike, League of Legends, and Valorant. These teams represent NU in national and international student leagues.
Tournament Organization: Hosting large-scale campus events, including ""Cyber-Athletics"" tournaments and viewing parties for major global championships (The International, Worlds), fostering a strong ""spectator"" culture.
Skill & Strategy: Beyond just playing, the club emphasizes meta-analysis, tactical coordination, and team dynamics, helping players move from ""casual gaming"" to a structured, professional mindset.
Gaming Infrastructure: Facilitating access to gaming resources and creating a networking space for students interested in game streaming, shoutcasting, and the technical side of esports production.",2025-09-14,https://t.me/nu_esports,https://www.instagram.com/nu_esports,"The Official Esports Club at Nazarbayev University is a dynamic community dedicated to competitive gaming, digital entertainment, and the professionalization of the gaming industry within the university. The club operates as a hub for both elite competitors and casual enthusiasts through several key pillars: Competitive Excellence: Managing and training the university’s varsity rosters for popular titles such as Dota 2, Counter-Strike, League of Legends, and Valorant. These teams represent NU in national and international student leagues. Tournament Organization: Hosting large-scale campus events, including ""Cyber-Athletics"" tournaments and viewing parties for major global championships (The International, Worlds), fostering a strong ""spectator"" culture. Skill & Strategy: Beyond just playing, the club emphasizes meta-analysis, tactical coordination, and team dynamics, helping players move from ""casual gaming"" to a structured, professional mindset. Gaming Infrastructure: Facilitating access to gaming resources and creating a networking space for students interested in game streaming, shoutcasting, and the technical side of esports production.",Gaming & Esports
85,148,NU GDC,professional,NaN,"The Game Development Club (GameDev NU) at Nazarbayev University is a multidisciplinary community that brings together programmers, artists, designers, and storytellers to create interactive digital experiences from scratch.
The club serves as an incubator for creative technology through several key pillars:
Multidisciplinary Collaboration: Acting as a meeting point for Computer Science students (mechanics and physics), CG Club members (visual assets), and writers (narrative design) to form cohesive development teams.
Engine Mastery: Providing workshops and resources for learning industry-standard game engines such as Unity (C#) and Unreal Engine (C++/Blueprints), as well as lightweight frameworks for 2D games and game jams.
Game Jams: Organizing and participating in intensive ""marathon"" coding events where teams must build a functional game prototype within 48 to 72 hours based on a specific theme.
The Full Pipeline: Educating members on the entire lifecycle of a game, from initial concept and ""gray-boxing"" to playtesting, bug fixing, and final deployment on platforms like itch.io.",2025-10-13,https://t.me/nu_gdc,https://www.instagram.com/nu_gdc/,"The Game Development Club (GameDev NU) at Nazarbayev University is a multidisciplinary community that brings together programmers, artists, designers, and storytellers to create interactive digital experiences from scratch. The club serves as an incubator for creative technology through several key pillars: Multidisciplinary Collaboration: Acting as a meeting point for Computer Science students (mechanics and physics), CG Club members (visual assets), and writers (narrative design) to form cohesive development teams. Engine Mastery: Providing workshops and resources for learning industry-standard game engines such as Unity (C ) and Unreal Engine (C++/Blueprints), as well as lightweight frameworks for 2D games and game jams. Game Jams: Organizing and participating in intensive ""marathon"" coding events where teams must build a functional game prototype within 48 to 72 hours based on a specific theme. The Full Pipeline: Educating members on the entire lifecycle of a game, from initial concept and ""gray-boxing"" to playtesting, bug fixing, and final deployment on platforms like itch.io.",Technology & Computing; Gaming & Esports
87,2,NU Image,art,nu_image@nu.edu.kz,"NU Image is the official student photography club at Nazarbayev University, founded in 2012 by a group of passionate students. Through our lenses, we capture the essence of student life - events, milestones, and everyday moments - from large ceremonies to cozy gatherings. NU Image preserves memories that matter.


**Location:** 27 Block 146 Room, Dormitory


## Activities
- Portraits of NU community
- Editing challenges on TG channel
- NU Student clubs photoshoots
- NU events photography


## Achievements
- Media Club of the Year x6 (six times)


## Entry Requirements
- Enthusiasm for photography
- Curiosity and willingness to learn
- Submission of 5–7 photos showcasing your background, creativity, and vision
- All levels are welcome!",2012-09-29,https://t.me/nu_img,https://www.instagram.com/nu_img/,"NU Image is the official student photography club at Nazarbayev University, founded in 2012 by a group of passionate students. Through our lenses, we capture the essence of student life - events, milestones, and everyday moments - from large ceremonies to cozy gatherings. NU Image preserves memories that matter. Activities Portraits of NU community Editing challenges on TG channel NU Student clubs photoshoots NU events photography Achievements Media Club of the Year x6 (six times) Entry Requirements Enthusiasm for photography Curiosity and willingness to learn Submission of 5–7 photos showcasing your background, creativity, and vision All levels are welcome!",Arts & Creativity; Film & Media
88,133,NU IMechE SC,academic,imeche@nu.edu.kz,"The NU IMechE Student Chapter is a student-led organization dedicated to supporting engineering students in initiating and advancing their careers in the engineering field. Our mission is to bridge the gap between industry, academia, and research through initiatives like the Mechaton industrial case championship, guest lectures by industry professionals and experienced students, and field trips to leading industrial plants. The Chapter facilitates access to internship opportunities with leading industrial companies such as Wabtec Corporation, Kazakhstan Paramount Engineering, and Airbus Helicopters Kazakhstan Engineering, primarily through the Mechaton case championship. In addition, NU IMechE SC organizes familiarization tours to major industrial enterprises in Kazakhstan, including the facilities of Kazakhstan Paramount Engineering, Alstom, Wabtec Corporation, and Airbus Helicopters Kazakhstan Engineering, enabling students to gain first-hand insights into real-world working environments. The Chapter also hosts a variety of smaller-scale events aimed at career development. These include guest sessions with students who have successfully completed internships at prominent technology firms - such as Mercedes-Benz and Wabtec - who share their experiences and provide guidance on internship application processes. Furthermore, professionals from both industry and academia are regularly invited to speak on topics relevant to their areas of expertise, offering students diverse perspectives on engineering careers. Each year, NU IMechE SC also organizes MechParty, a team-building event for students and faculty members of the Mechanical and Aerospace Engineering Department. This event serves to strengthen the relationship between students and academic staff through informal interaction, while also providing an opportunity for students across various cohorts and specializations within mechanical engineering to connect and collaborate.


**Location:** 27 Block 145 Room, Dormitory


## Activities
- Mechaton
- Mechparty
- Field Trips to KPE, Alstom & Airbus helicopters


## Achievements
- We have good connections with the industry (Alstom, Airbus Helicopters Kazakhstan Engineering, Wabtec Corporation and Kazakhstan Paramount Engineering). Through our Mechathon event, 5 people received paid internships at Wabtec, 5 people received unpaid internships at Airbus Helicopters Kazakhstan Engineering, and 4 people received unpaid internships at Kazakhstan Paramount Engineering


## Entry Requirements
- Desire to work on events and work related to the topic of community development for engineers.
- Ability to work in PR, HR, SMM, treasurer, and event organization.
- Ability to work in canvas and photo, and video editing is welcome.
- The main requirement is the desire to work for the good of the club.",2025-08-22,https://t.me/nuimeche,https://www.instagram.com/nu_imeche/,"The NU IMechE Student Chapter is a student-led organization dedicated to supporting engineering students in initiating and advancing their careers in the engineering field. Our mission is to bridge the gap between industry, academia, and research through initiatives like the Mechaton industrial case championship, guest lectures by industry professionals and experienced students, and field trips to leading industrial plants. The Chapter facilitates access to internship opportunities with leading industrial companies such as Wabtec Corporation, Kazakhstan Paramount Engineering, and Airbus Helicopters Kazakhstan Engineering, primarily through the Mechaton case championship. In addition, NU IMechE SC organizes familiarization tours to major industrial enterprises in Kazakhstan, including the facilities of Kazakhstan Paramount Engineering, Alstom, Wabtec Corporation, and Airbus Helicopters Kazakhstan Engineering, enabling students to gain first-hand insights into real-world working environments. The Chapter also hosts a variety of smaller-scale events aimed at career development. These include guest sessions with students who have successfully completed internships at prominent technology firms - such as Mercedes-Benz and Wabtec - who share their experiences and provide guidance on internship application processes. Furthermore, professionals from both industry and academia are regularly invited to speak on topics relevant to their areas of expertise, offering students diverse perspectives on engineering careers. Each year, NU IMechE SC also organizes MechParty, a team-building event for students and faculty members of the Mechanical and Aerospace Engineering Department. This event serves to strengthen the relationship between students and academic staff through informal interaction, while also providing an opportunity for students across various cohorts and specializations within mechanical engineering to connect and collaborate. Activities Mechaton Mechparty Field Trips to KPE, Alstom & Airbus helicopters Achievements We have good connections with the industry (Alstom, Airbus Helicopters Kazakhstan Engineering, Wabtec Corporation and Kazakhstan Paramount Engineering). Through our Mechathon event, 5 people received paid internships at Wabtec, 5 people received unpaid internships at Airbus Helicopters Kazakhstan Engineering, and 4 people received unpaid internships at Kazakhstan Paramount Engineering Entry Requirements Desire to work on events and work related to the topic of community development for engineers. Ability to work in PR, HR, SMM, treasurer, and event organization. Ability to work in canvas and photo, and video editing is welcome. The main requirement is the desire to work for the good of the club.",Science & Research
89,170,NU Korean Club,academic,koreacnclub@nu.edu.kz,"NU Korean Club is an academic and cultural club that focuses on popularizing Korean culture among students. We organise educational sessions, language courses, webinars, and other theme events.The Official Korean Club at Nazarbayev University is a vibrant cultural organization dedicated to sharing the rich traditions, modern trends, and linguistic heritage of South Korea with the university community.
The club provides an immersive experience through several core pillars:
Language & Education: Hosting ""Korean Speaking Clubs"" and informal tutoring sessions for students interested in learning Hangul and improving their conversational skills, often in collaboration with native speakers or advanced learners.
K-Pop & Entertainment: Serving as a major hub for fans of Korean music and dramas. The club often collaborates with dance groups like YBS for performances and hosts ""K-Pop random dance"" events and drama screenings.
Cultural Traditions: Organizing workshops on traditional aspects of Korean life, including Hanbok (traditional clothing) showcases, calligraphy, and celebrations of holidays like Chuseok or Seollal.
Culinary Experiences: Hosting food festivals and cooking workshops where students can learn about and taste popular Korean dishes like Tteokbokki, Kimchi, and Kimbap
",2014-09-08,https://t.me/nukoreanclub,https://www.instagram.com/nukoreanclub/,"NU Korean Club is an academic and cultural club that focuses on popularizing Korean culture among students. We organise educational sessions, language courses, webinars, and other theme events.The Official Korean Club at Nazarbayev University is a vibrant cultural organization dedicated to sharing the rich traditions, modern trends, and linguistic heritage of South Korea with the university community. The club provides an immersive experience through several core pillars: Language & Education: Hosting ""Korean Speaking Clubs"" and informal tutoring sessions for students interested in learning Hangul and improving their conversational skills, often in collaboration with native speakers or advanced learners. K-Pop & Entertainment: Serving as a major hub for fans of Korean music and dramas. The club often collaborates with dance groups like YBS for performances and hosts ""K-Pop random dance"" events and drama screenings. Cultural Traditions: Organizing workshops on traditional aspects of Korean life, including Hanbok (traditional clothing) showcases, calligraphy, and celebrations of holidays like Chuseok or Seollal. Culinary Experiences: Hosting food festivals and cooking workshops where students can learn about and taste popular Korean dishes like Tteokbokki, Kimchi, and Kimbap",Culture & Languages
91,30,"NU Language, Linguistics, and Literature Club",academic,lllassociation@nu.edu.kz,"LLL Club is a community of students enthusiastic about world languages, linguistics, literature and culture. Our club serves as a bridge between students and the Department of Language, Linguistics, and Literature. We organize interviews with professors and the annual NU Linguistics Olympiad. The club also conducts info-sessions dedicated to exploring WLLC major opportunities, where we invite successful WLLC alumni and students who are eager to share their experience. In addition to this, our club cultivates a reading-friendly environment by organizing book discussions. ",2020-09-01,https://t.me/nu_lll_club,https://www.instagram.com/nu_lll_club,"LLL Club is a community of students enthusiastic about world languages, linguistics, literature and culture. Our club serves as a bridge between students and the Department of Language, Linguistics, and Literature. We organize interviews with professors and the annual NU Linguistics Olympiad. The club also conducts info-sessions dedicated to exploring WLLC major opportunities, where we invite successful WLLC alumni and students who are eager to share their experience. In addition to this, our club cultivates a reading-friendly environment by organizing book discussions.",Culture & Languages
92,142,NU Mafia,social,notorious.union@nu.edu.kz,"A community of Mafia game lovers who don't just play, but turn every session into a thriller. If you love strategy, bluff and adrenaline, if you want to test your logic and intuition, then this is your chance! It doesn't matter if you're a beginner or a pro - we'll teach, support and help!


**Location:** 27 Block / D10 150 Room, Dormitory


## Activities
- Educational games
- Masterclasses from Professionals
- Regular Teambuildings
- Interuniversity and City Tournaments


## Achievements
- NU Charity Cup
- Astana Open Cup
- NU x AITU Tournaments
- Regional tournaments


## Entry Requirements
- Positive Mindset
- Ability to Deceive",2022-09-01,https://t.me/nu_polemica,https://www.instagram.com/nu_mafia_club/,"A community of Mafia game lovers who don't just play, but turn every session into a thriller. If you love strategy, bluff and adrenaline, if you want to test your logic and intuition, then this is your chance! It doesn't matter if you're a beginner or a pro - we'll teach, support and help! Activities Educational games Masterclasses from Professionals Regular Teambuildings Interuniversity and City Tournaments Achievements NU Charity Cup Astana Open Cup NU x AITU Tournaments Regional tournaments Entry Requirements Positive Mindset Ability to Deceive",Gaming & Esports
